"match_id","gameCreation","gameDuration","gameVersion"
"NA1_4215229179",1644667441000,2708,"12.3.421.5967"
"NA1_4216610901",1644791149000,1651,"12.3.421.5967"
"NA1_4216641073",1644795676000,2398,"12.3.421.5967"
"NA1_4216570105",1644790476000,1968,"12.3.421.5967"
"NA1_4214076972",1644602457000,1680,"12.3.421.5967"
"NA1_4215573164",1644704143000,2316,"12.3.421.5967"
"NA1_4216153216",1644742069000,2026,"12.3.421.5967"
"NA1_4213345500",1644537323000,1732,"12.3.421.5967"
"NA1_4216471219",1644782164000,1656,"12.3.421.5967"
"NA1_4216672124",1644796536000,1938,"12.3.421.5967"
"NA1_4216182679",1644741928000,1064,"12.3.421.5967"
"NA1_4102538312",1636850724000,1325,"11.22.406.3587"
"NA1_4203828274",1643849263000,1061,"12.3.420.4308"
"NA1_4211696699",1644391928000,2373,"12.3.421.5967"
"NA1_4211375417",1644374887000,1655,"12.3.421.5967"
"NA1_4193594025",1643189239000,1868,"12.2.419.1399"
"NA1_4215664186",1644713254000,1794,"12.3.421.5967"
"NA1_4211887096",1644411269000,2243,"12.3.421.5967"
"NA1_4107050533",1637174629000,1907,"11.23.409.111"
"NA1_4214379327",1644627695000,1772,"12.3.421.5967"
"NA1_4105014070",1637032737000,1856,"11.22.406.3587"
"NA1_4105348173",1637041697000,964,"11.22.406.3587"
"NA1_4214148303",1644609739000,1585,"12.3.421.5967"
"NA1_4210087540",1644277156000,1833,"12.3.421.5967"
"NA1_4216540908",1644786632000,1434,"12.3.421.5967"
"NA1_4215334012",1644683245000,1804,"12.3.421.5967"
"NA1_4213812604",1644558851000,1759,"12.3.421.5967"
"NA1_4216652406",1644796404000,2494,"12.3.421.5967"
"NA1_4216469974",1644781683000,647,"12.3.421.5967"
"NA1_4215491745",1644698825000,2423,"12.3.421.5967"
"NA1_4210245336",1644285914000,1712,"12.3.421.5967"
"NA1_4095401089",1636339465000,1178,"11.22.406.3587"
"NA1_4187671314",1642818005000,2193,"12.2.419.1399"
"NA1_4213312523",1644531727000,1972,"12.3.421.5967"
"NA1_4215682653",1644712860000,1650,"12.3.421.5967"
"NA1_4208011174",1644126204000,2202,"12.3.421.5967"
"NA1_4184744729",1642652703000,1967,"12.1.416.4011"
"NA1_4216432221",1644778092000,1748,"12.3.421.5967"
"NA1_4216381094",1644776780000,2077,"12.3.421.5967"
"NA1_4214361523",1644624466000,2671,"12.3.421.5967"
"NA1_4216673915",1644797388000,1637,"12.3.421.5967"
"NA1_4216371797",1644771952000,1577,"12.3.421.5967"
"NA1_4216489221",1644785862000,2044,"12.3.421.5967"
"NA1_4215610897",1644707585000,1869,"12.3.421.5967"
"NA1_4042608704",1631665244000,2045911,"11.18.395.7538"
"NA1_4216449617",1644785580000,2044,"12.3.421.5967"
"NA1_4216078322",1644735380000,1398,"12.3.421.5967"
"NA1_4216582859",1644791766000,1690,"12.3.421.5967"
"NA1_4216610464",1644790985000,1928,"12.3.421.5967"
"NA1_4215879663",1644725716000,2016,"12.3.421.5967"
"NA1_4216387988",1644780259000,1383,"12.3.421.5967"
"NA1_4216479033",1644785731000,1672,"12.3.421.5967"
"NA1_4214335631",1644622330000,1276,"12.3.421.5967"
"NA1_4216374996",1644773985000,1854,"12.3.421.5967"
"NA1_4192853267",1643160941000,2061,"12.2.419.1399"
"NA1_4162800601",1641197008000,1772,"11.24.414.4003"
"NA1_4216625815",1644797559000,1833,"12.3.421.5967"
"NA1_4216529162",1644790139000,1524,"12.3.421.5967"
"NA1_4215180811",1644657241000,1856,"12.3.421.5967"
"NA1_4213243710",1644527016000,2676,"12.3.421.5967"
"NA1_4214246201",1644618012000,2184,"12.3.421.5967"
"NA1_4216637119",1644798586000,1643,"12.3.421.5967"
"NA1_4213754089",1644556021000,1783,"12.3.421.5967"
"NA1_4214390008",1644624058000,1643,"12.3.421.5967"
"NA1_4187816121",1642823911000,1229,"12.2.419.1399"
"NA1_4110553594",1637437983000,1469,"11.23.409.111"
"NA1_4216366637",1644774804000,1407,"12.3.421.5967"
"NA1_4131203405",1638917756000,1757,"11.23.409.111"
"NA1_4211688416",1644392801000,1978,"12.3.421.5967"
"NA1_4215977106",1644731080000,1914,"12.3.421.5967"
"NA1_4210633108",1644302381000,1446,"12.3.421.5967"
"NA1_4216297750",1644768604000,1665,"12.3.421.5967"
"NA1_4211757341",1644399062000,1951,"12.3.421.5967"
"NA1_4214350545",1644620478000,1526,"12.3.421.5967"
"NA1_4205333740",1643950709000,1527,"12.3.421.5967"
"NA1_4216124188",1644737479000,1658,"12.3.421.5967"
"NA1_4216180002",1644740341000,1842,"12.3.421.5967"
"NA1_4216506853",1644788705000,1923,"12.3.421.5967"
"NA1_4216644319",1644797288000,1535,"12.3.421.5967"
"NA1_4213607390",1644550923000,2335,"12.3.421.5967"
"NA1_4190809470",1643004523000,1424,"12.2.419.1399"
"NA1_4215844338",1644723765000,2667,"12.3.421.5967"
"NA1_4216627272",1644798278000,193,"12.3.421.5967"
"NA1_4215653874",1644709402000,2012,"12.3.421.5967"
"NA1_4210576218",1644299829000,2414,"12.3.421.5967"
"NA1_4216674784",1644797800000,1743,"12.3.421.5967"
"NA1_4216621475",1644795465000,2100,"12.3.421.5967"
"NA1_4215633146",1644708712000,2091,"12.3.421.5967"
"NA1_4214195708",1644613421000,1217,"12.3.421.5967"
"NA1_4215214898",1644661285000,1604,"12.3.421.5967"
"NA1_4216609506",1644794981000,1235,"12.3.421.5967"
"NA1_4216028153",1644734639000,1897,"12.3.421.5967"
"NA1_4216199922",1644746749000,1820,"12.3.421.5967"
"NA1_4215769272",1644719337000,1213,"12.3.421.5967"
"NA1_4215102170",1644648323000,1409,"12.3.421.5967"
"NA1_4205223740",1643945770000,1848,"12.3.421.5967"
"NA1_4214513563",1644632828000,1698,"12.3.421.5967"
"NA1_4216277601",1644768383000,1489,"12.3.421.5967"
"NA1_4216527817",1644789569000,1761,"12.3.421.5967"
"NA1_4215378411",1644692178000,2416,"12.3.421.5967"
"NA1_4213824687",1644563385000,1626,"12.3.421.5967"
"NA1_4216613844",1644792467000,1959,"12.3.421.5967"
"NA1_4209722058",1644232526000,1586,"12.3.421.5967"
"NA1_4215638825",1644711230000,2221,"12.3.421.5967"
"NA1_4215211243",1644657963000,1984,"12.3.421.5967"
"NA1_4216058408",1644735090000,1925,"12.3.421.5967"
"NA1_4212424569",1644450250000,1462,"12.3.421.5967"
"NA1_4210576532",1644299975000,1902,"12.3.421.5967"
"NA1_4213438575",1644542443000,1918,"12.3.421.5967"
"NA1_4216251022",1644749481000,1929,"12.3.421.5967"
"NA1_4215641585",1644708171000,1922,"12.3.421.5967"
"NA1_4213006077",1644495400000,1918,"12.3.421.5967"
"NA1_4216403609",1644778536000,1175,"12.3.421.5967"
"NA1_4216625932",1644797622000,2624,"12.3.421.5967"
"NA1_4213906905",1644571422000,1903,"12.3.421.5967"
"NA1_4215920963",1644726037000,1810,"12.3.421.5967"
"NA1_4216164022",1644742690000,2449,"12.3.421.5967"
"NA1_4216332493",1644771994000,1539,"12.3.421.5967"
"NA1_4215191239",1644657699000,1570,"12.3.421.5967"
"NA1_4199827796",1643581998000,1727,"12.2.419.1399"
"NA1_4197957231",1643474772000,1772,"12.2.419.1399"
"NA1_4216584953",1644792717000,1843,"12.3.421.5967"
"NA1_4192512110",1643134199000,1954,"12.2.419.1399"
"NA1_4200184835",1643598036000,1494,"12.2.419.1399"
"NA1_4209488380",1644212908000,2111,"12.3.421.5967"
"NA1_4213555447",1644547582000,2011,"12.3.421.5967"
"NA1_4216608027",1644794229000,2223,"12.3.421.5967"
"NA1_4216162375",1644741654000,1920,"12.3.421.5967"
"NA1_4204609625",1643913234000,1597,"12.3.421.3734"
"NA1_4216577777",1644794030000,900,"12.3.421.5967"
"NA1_4191757363",1643074450000,1185,"12.2.419.1399"
"NA1_4215605694",1644709570000,1683,"12.3.421.5967"
"NA1_4216654959",1644797661000,1736,"12.3.421.5967"
"NA1_4216192240",1644742018000,1612,"12.3.421.5967"
"NA1_4216448809",1644785199000,2321,"12.3.421.5967"
"NA1_4212706956",1644466924000,960,"12.3.421.5967"
