"match_id","gameCreation","gameDuration","gameVersion"
"NA1_4211952656",1644416767000,1968,"12.3.421.5967"
"NA1_4214625175",1644636542000,2742,"12.3.421.5967"
"NA1_4213212593",1644520502000,1623,"12.3.421.5967"
"NA1_4216451326",1644782200000,2640,"12.3.421.5967"
"NA1_4173211091",1641890806000,2309,"12.1.416.4011"
"NA1_4216601973",1644791479000,1345,"12.3.421.5967"
"NA1_4047534507",1632110985000,1910727,"11.18.395.7538"
"NA1_4216661916",1644796187000,1955,"12.3.421.5967"
"NA1_4216106443",1644738465000,1768,"12.3.421.5967"
"NA1_4201781540",1643723674000,1488,"12.2.419.1399"
"NA1_4208186043",1644138960000,1378,"12.3.421.5967"
"NA1_4209668386",1644228489000,1924,"12.3.421.5967"
"NA1_4216584356",1644792423000,1619,"12.3.421.5967"
"NA1_4208451546",1644168703000,2012,"12.3.421.5967"
"NA1_4216599173",1644794812000,1055,"12.3.421.5967"
"NA1_4216625049",1644797193000,1880,"12.3.421.5967"
"NA1_4216411127",1644777235000,1775,"12.3.421.5967"
"NA1_4215545940",1644705129000,2590,"12.3.421.5967"
"NA1_4216608935",1644794751000,1578,"12.3.421.5967"
"NA1_4215585873",1644705603000,2245,"12.3.421.5967"
"NA1_4213475471",1644544471000,2198,"12.3.421.5967"
"NA1_4216663555",1644797018000,1263,"12.3.421.5967"
"NA1_4216537166",1644789165000,2107,"12.3.421.5967"
"NA1_4216530608",1644786423000,1692,"12.3.421.5967"
"NA1_4188604935",1642883735000,2602,"12.2.419.1399"
"NA1_4205154858",1643943551000,1988,"12.3.421.5967"
"NA1_4216385498",1644779027000,2821,"12.3.421.5967"
"NA1_4216391560",1644777430000,1962,"12.3.421.5967"
"NA1_4216625862",1644797641000,1797,"12.3.421.5967"
"NA1_4215698684",1644715268000,1830,"12.3.421.5967"
"NA1_4216042011",1644732803000,1059,"12.3.421.5967"
"NA1_4215973098",1644729821000,2486,"12.3.421.5967"
"NA1_4214365267",1644626034000,1849,"12.3.421.5967"
"NA1_4216635460",1644797839000,2111,"12.3.421.5967"
"NA1_4170530003",1641720535000,1625,"12.1.416.4011"
"NA1_4190177194",1642975133000,1661,"12.2.419.1399"
"NA1_4215956336",1644727960000,2022,"12.3.421.5967"
"NA1_4216420139",1644776810000,2130,"12.3.421.5967"
"NA1_4215477147",1644697080000,1909,"12.3.421.5967"
"NA1_4216149075",1644745947000,1591,"12.3.421.5967"
"NA1_4215140272",1644651415000,1904,"12.3.421.5967"
"NA1_4216585142",1644792799000,1888,"12.3.421.5967"
"NA1_4209090750",1644194420000,2086,"12.3.421.5967"
"NA1_4210525175",1644296544000,2458,"12.3.421.5967"
"NA1_4183831436",1642579971000,1735,"12.1.416.4011"
"NA1_4215848327",1644724982000,1854,"12.3.421.5967"
"NA1_4210489968",1644294923000,1279,"12.3.421.5967"
"NA1_4215841037",1644722667000,2005,"12.3.421.5967"
"NA1_4141682218",1639652463000,1471,"11.24.413.2485"
"NA1_4210704240",1644307840000,1731,"12.3.421.5967"
"NA1_4193125027",1643172118000,1866,"12.2.419.1399"
"NA1_4213805079",1644559714000,966,"12.3.421.5967"
"NA1_4212517150",1644458225000,1756,"12.3.421.5967"
"NA1_4214358158",1644623579000,2672,"12.3.421.5967"
"NA1_4216618807",1644794923000,1280,"12.3.421.5967"
"NA1_4216475360",1644784075000,1931,"12.3.421.5967"
"NA1_4216571898",1644791314000,1133,"12.3.421.5967"
"NA1_4216641285",1644795755000,2027,"12.3.421.5967"
"NA1_4209310490",1644202563000,1797,"12.3.421.5967"
"NA1_4216656789",1644798511000,1609,"12.3.421.5967"
"NA1_4216635244",1644797701000,2147,"12.3.421.5967"
"NA1_4198612962",1643510608000,2916,"12.2.419.1399"
"NA1_4213476641",1644544818000,1511,"12.3.421.5967"
"NA1_4216375029",1644774078000,1553,"12.3.421.5967"
"NA1_4216675968",1644798349000,977,"12.3.421.5967"
"NA1_4215362628",1644688592000,1741,"12.3.421.5967"
"NA1_4215971856",1644729388000,2579,"12.3.421.5967"
"NA1_4216065576",1644734137000,1499,"12.3.421.5967"
"NA1_4216621558",1644795475000,1623,"12.3.421.5967"
"NA1_4216618449",1644794697000,1266,"12.3.421.5967"
"NA1_4212463719",1644453755000,1871,"12.3.421.5967"
"NA1_4214355419",1644622505000,1646,"12.3.421.5967"
"NA1_4216408065",1644780712000,1594,"12.3.421.5967"
"NA1_4216560596",1644790381000,2004,"12.3.421.5967"
"NA1_4214251321",1644615884000,1569,"12.3.421.5967"
"NA1_4216291588",1644762875000,1949,"12.3.421.5967"
"NA1_4216501203",1644786288000,1823,"12.3.421.5967"
"NA1_4211430254",1644376241000,1896,"12.3.421.5967"
"NA1_4216023905",1644733138000,1626,"12.3.421.5967"
"NA1_4211489998",1644378936000,1449,"12.3.421.5967"
"NA1_4216665930",1644798121000,1229,"12.3.421.5967"
"NA1_4216573094",1644791791000,1912,"12.3.421.5967"
"NA1_4216067647",1644734906000,2414,"12.3.421.5967"
"NA1_4216134780",1644738068000,2163,"12.3.421.5967"
"NA1_4216119042",1644739839000,1912,"12.3.421.5967"
"NA1_4216124818",1644737805000,1687,"12.3.421.5967"
"NA1_4215544013",1644704248000,2101,"12.3.421.5967"
"NA1_4215578104",1644706452000,2106,"12.3.421.5967"
"NA1_4216056137",1644734255000,2416,"12.3.421.5967"
"NA1_4214477636",1644631183000,1961,"12.3.421.5967"
"NA1_4216481572",1644782475000,1475,"12.3.421.5967"
"NA1_4215108527",1644650919000,1520,"12.3.421.5967"
"NA1_4216314673",1644766472000,1589,"12.3.421.5967"
"NA1_4215737696",1644718502000,2427,"12.3.421.5967"
"NA1_4216606197",1644793360000,1899,"12.3.421.5967"
"NA1_4216662528",1644796509000,2210,"12.3.421.5967"
"NA1_4215068294",1644650398000,1970,"12.3.421.5967"
"NA1_4215900094",1644725490000,2993,"12.3.421.5967"
"NA1_4215957682",1644728437000,2247,"12.3.421.5967"
"NA1_4080741657",1635114611000,1967,"11.21.403.3002"
"NA1_4212870148",1644474916000,2423,"12.3.421.5967"
"NA1_4216662808",1644796624000,2034,"12.3.421.5967"
"NA1_4216643801",1644797004000,2612,"12.3.421.5967"
"NA1_4216178969",1644746798000,940,"12.3.421.5967"
"NA1_4216676177",1644798458000,1246,"12.3.421.5967"
"NA1_4216506913",1644788753000,1541,"12.3.421.5967"
"NA1_4216520110",1644786193000,1478,"12.3.421.5967"
"NA1_4216508887",1644789579000,1310,"12.3.421.5967"
"NA1_4215420901",1644693282000,2467,"12.3.421.5967"
"NA1_4216489271",1644785898000,1660,"12.3.421.5967"
"NA1_4209180444",1644197211000,1748,"12.3.421.5967"
"NA1_4207704559",1644114169000,2135,"12.3.421.5967"
"NA1_4205890799",1644005505000,1720,"12.3.421.5967"
"NA1_4191677721",1643068511000,1421,"12.2.419.1399"
"NA1_4214777566",1644640405000,2771,"12.3.421.5967"
"NA1_4204735597",1643921337000,1234,"12.3.421.5967"
"NA1_4216244025",1644752726000,2279,"12.3.421.5967"
"NA1_4216507596",1644789043000,1672,"12.3.421.5967"
"NA1_4198263282",1643492844000,2255,"12.2.419.1399"
"NA1_4216594925",1644792792000,2071,"12.3.421.5967"
"NA1_4209874304",1644255774000,1842,"12.3.421.5967"
"NA1_4208443746",1644169634000,2147,"12.3.421.5967"
"NA1_4216420909",1644777191000,1837,"12.3.421.5967"
"NA1_4212628187",1644464396000,1234,"12.3.421.5967"
"NA1_4211833324",1644404778000,2428,"12.3.421.5967"
"NA1_4216673833",1644797368000,1892,"12.3.421.5967"
"NA1_4213911122",1644567144000,2515,"12.3.421.5967"
"NA1_4205107353",1643941764000,1389,"12.3.421.5967"
"NA1_4216344910",1644773612000,2246,"12.3.421.5967"
"NA1_4216538524",1644789799000,2442,"12.3.421.5967"
"NA1_4215442110",1644694115000,1967,"12.3.421.5967"
"NA1_4215911708",1644726263000,1917,"12.3.421.5967"
"NA1_4215680695",1644712027000,1718,"12.3.421.5967"
"NA1_4216579635",1644794883000,1834,"12.3.421.5967"
"NA1_4215975253",1644730499000,2140,"12.3.421.5967"
"NA1_4216226475",1644755985000,1571,"12.3.421.5967"
"NA1_4216156056",1644744005000,2066,"12.3.421.5967"
"NA1_4211363944",1644374406000,1540,"12.3.421.5967"
"NA1_4216206939",1644755654000,1692,"12.3.421.5967"
"NA1_4214846977",1644643033000,1681,"12.3.421.5967"
"NA1_4216626999",1644798138000,1773,"12.3.421.5967"
"NA1_4216412980",1644778227000,1860,"12.3.421.5967"
"NA1_4215900896",1644725760000,2076,"12.3.421.5967"
"NA1_4186336213",1642736719000,2200,"12.2.419.1399"
"NA1_4216605097",1644792864000,1865,"12.3.421.5967"
"NA1_4216220099",1644747704000,2229,"12.3.421.5967"
"NA1_4216550182",1644786510000,1519,"12.3.421.5967"
"NA1_4216534764",1644788170000,2027,"12.3.421.5967"
"NA1_4214298235",1644619428000,1986,"12.3.421.5967"
"NA1_4216590290",1644790630000,1948,"12.3.421.5967"
"NA1_4216637050",1644798575000,1446,"12.3.421.5967"
"NA1_4095494789",1636343742000,1438,"11.22.406.3587"
"NA1_4177679423",1642197057000,194,"12.1.416.4011"
"NA1_4209421102",1644207849000,998,"12.3.421.5967"
"NA1_4215903826",1644726604000,1732,"12.3.421.5967"
"NA1_4213799638",1644561402000,2071,"12.3.421.5967"
"NA1_4216072200",1644733130000,1669,"12.3.421.5967"
"NA1_4214198764",1644614742000,1456,"12.3.421.5967"
"NA1_4189086973",1642898280000,1879,"12.2.419.1399"
"NA1_4210638356",1644304619000,1780,"12.3.421.5967"
"NA1_4216447991",1644784864000,1837,"12.3.421.5967"
"NA1_4216165925",1644743972000,1693,"12.3.421.5967"
"NA1_4216246033",1644755631000,1779,"12.3.421.5967"
"NA1_4214365485",1644626130000,1543,"12.3.421.5967"
"NA1_4216590966",1644790978000,1936,"12.3.421.5967"
"NA1_4216566172",1644792875000,1605,"12.3.421.5967"
"NA1_4216156010",1644743987000,950,"12.3.421.5967"
"NA1_4197567482",1643437081000,2035,"12.2.419.1399"
"NA1_4214318350",1644623200000,195,"12.3.421.5967"
"NA1_4216332171",1644771813000,2024,"12.3.421.5967"
"NA1_4215879708",1644725689000,2608,"12.3.421.5967"
"NA1_4215919730",1644728788000,2509,"12.3.421.5967"
"NA1_4216561595",1644790820000,1829,"12.3.421.5967"
"NA1_4215466137",1644696412000,1956,"12.3.421.5967"
"NA1_4207226233",1644085695000,1496,"12.3.421.5967"
"NA1_4205078571",1643941971000,1824,"12.3.421.5967"
"NA1_4215785655",1644720945000,1605,"12.3.421.5967"
"NA1_4213236123",1644528196000,2172,"12.3.421.5967"
"NA1_4098741459",1636586369000,1598,"11.22.406.3587"
"NA1_4194454222",1643245971000,1460,"12.2.419.1399"
"NA1_4210358600",1644289570000,946,"12.3.421.5967"
"NA1_4215352272",1644682486000,2998,"12.3.421.5967"
"NA1_4215352999",1644683028000,1937,"12.3.421.5967"
"NA1_4216533238",1644787513000,2122,"12.3.421.5967"
"NA1_4216654021",1644797209000,2279,"12.3.421.5967"
"NA1_4213953405",1644578415000,2230,"12.3.421.5967"
"NA1_4216563440",1644791618000,1344,"12.3.421.5967"
"NA1_4216624892",1644797120000,2448,"12.3.421.5967"
"NA1_4215115220",1644649594000,1344,"12.3.421.5967"
"NA1_4216399632",1644781391000,2065,"12.3.421.5967"
"NA1_4213583973",1644549878000,2232,"12.3.421.5967"
"NA1_4216671710",1644796312000,1977,"12.3.421.5967"
"NA1_4185334707",1642687217000,206,"12.2.418.8114"
"NA1_4216102238",1644736558000,1750,"12.3.421.5967"
"NA1_4216662461",1644796481000,1267,"12.3.421.5967"
"NA1_4213902748",1644568123000,198,"12.3.421.5967"
"NA1_4214342221",1644620998000,1772,"12.3.421.5967"
"NA1_4215672864",1644712913000,2657,"12.3.421.5967"
"NA1_4216506708",1644788652000,1753,"12.3.421.5967"
"NA1_4188599016",1642885208000,2260,"12.2.419.1399"
"NA1_4215095028",1644649287000,1675,"12.3.421.5967"
"NA1_4215916248",1644727679000,2045,"12.3.421.5967"
"NA1_4214844205",1644642201000,931,"12.3.421.5967"
"NA1_4216143805",1644741907000,1617,"12.3.421.5967"
"NA1_4214797861",1644640552000,1210,"12.3.421.5967"
"NA1_4215648192",1644711144000,1020,"12.3.421.5967"
"NA1_4211038613",1644357479000,1878,"12.3.421.5967"
"NA1_4215649237",1644711607000,2121,"12.3.421.5967"
"NA1_4200258728",1643601490000,2010,"12.2.419.1399"
"NA1_4215651849",1644708467000,1865,"12.3.421.5967"
"NA1_4216503798",1644787388000,2029,"12.3.421.5967"
"NA1_4210304034",1644288124000,1425,"12.3.421.5967"
"NA1_4195534033",1643324756000,2306,"12.2.419.1399"
"NA1_4216102555",1644736732000,1675,"12.3.421.5967"
"NA1_4216624536",1644796955000,1965,"12.3.421.5967"
"NA1_4214531699",1644632398000,1985,"12.3.421.5967"
"NA1_4216624197",1644796781000,1087,"12.3.421.5967"
"NA1_4216641972",1644796178000,1453,"12.3.421.5967"
"NA1_4216568314",1644793906000,1527,"12.3.421.5967"
"NA1_4216104095",1644737438000,1631,"12.3.421.5967"
"NA1_4202100251",1643757649000,1307,"12.2.419.1399"
"NA1_4216387505",1644780037000,1698,"12.3.421.5967"
"NA1_4216392249",1644777826000,1766,"12.3.421.5967"
"NA1_4207229859",1644082629000,2544,"12.3.421.5967"
"NA1_4189117733",1642898551000,1900,"12.2.419.1399"
"NA1_4216606712",1644793636000,1652,"12.3.421.5967"
"NA1_4200389583",1643607079000,2137,"12.2.419.1399"
"NA1_4216027010",1644734217000,1902,"12.3.421.5967"
"NA1_4216094171",1644737315000,2016,"12.3.421.5967"
"NA1_4214469790",1644628286000,2241,"12.3.421.5967"
"NA1_4203848283",1643849283000,1764,"12.3.420.4308"
"NA1_4216568248",1644793882000,1538,"12.3.421.5967"
"NA1_4216595270",1644792943000,2521,"12.3.421.5967"
"NA1_4216196137",1644744725000,1470,"12.3.421.5967"
"NA1_4212975927",1644484075000,2056,"12.3.421.5967"
"NA1_4208611901",1644181281000,1470,"12.3.421.5967"
"NA1_4216225546",1644754677000,1712,"12.3.421.5967"
"NA1_4216201280",1644748107000,2545,"12.3.421.5967"
"NA1_4204279357",1643868237000,2257,"12.3.421.3734"
"NA1_4216037306",1644734623000,1444,"12.3.421.5967"
"NA1_4213917998",1644572466000,2122,"12.3.421.5967"
"NA1_4190224350",1642977458000,1167,"12.2.419.1399"
"NA1_4216472319",1644782734000,2023,"12.3.421.5967"
"NA1_4215570142",1644702717000,2019,"12.3.421.5967"
"NA1_4211401332",1644376378000,1676,"12.3.421.5967"
"NA1_4213574880",1644547522000,1830,"12.3.421.5967"
"NA1_4216272654",1644763827000,1841,"12.3.421.5967"
"NA1_4186112840",1642728677000,2012,"12.2.419.1399"
"NA1_4213124388",1644514131000,2444,"12.3.421.5967"
"NA1_4215470124",1644693549000,1937,"12.3.421.5967"
"NA1_4215068002",1644650350000,2013,"12.3.421.5967"
"NA1_4209979176",1644269442000,1756,"12.3.421.5967"
"NA1_4198995774",1643526243000,2565,"12.2.419.1399"
"NA1_4208655525",1644182690000,1803,"12.3.421.5967"
"NA1_4215271302",1644669942000,1509,"12.3.421.5967"
"NA1_4214205133",1644613370000,2008,"12.3.421.5967"
"NA1_4216159346",1644746912000,2057,"12.3.421.5967"
"NA1_4213457728",1644542259000,1887,"12.3.421.5967"
"NA1_4211608005",1644387870000,2055,"12.3.421.5967"
"NA1_4216152205",1644741445000,1476,"12.3.421.5967"
"NA1_4213730601",1644554827000,1696,"12.3.421.5967"
"NA1_4216590135",1644790560000,2183,"12.3.421.5967"
"NA1_4209607020",1644220465000,2100,"12.3.421.5967"
"NA1_4215524418",1644700384000,1905,"12.3.421.5967"
"NA1_4209339249",1644204979000,1687,"12.3.421.5967"
"NA1_4176868945",1642139819000,1156,"12.1.416.4011"
"NA1_4216672934",1644796915000,2121,"12.3.421.5967"
"NA1_4200811060",1643652262000,1532,"12.2.419.1399"
"NA1_4216038679",1644735125000,2172,"12.3.421.5967"
"NA1_4216046953",1644734532000,1629,"12.3.421.5967"
"NA1_4215979392",1644731887000,1981,"12.3.421.5967"
"NA1_4214895946",1644642994000,1707,"12.3.421.5967"
"NA1_4213810136",1644557991000,1656,"12.3.421.5967"
"NA1_4215926390",1644727684000,1536,"12.3.421.5967"
"NA1_4215969399",1644731573000,2075,"12.3.421.5967"
"NA1_4216408896",1644781079000,2181,"12.3.421.5967"
"NA1_4214054796",1644593582000,1229,"12.3.421.5967"
"NA1_4216526992",1644789175000,2510,"12.3.421.5967"
"NA1_4215861832",1644723187000,1206,"12.3.421.5967"
"NA1_4215832646",1644720554000,2313,"12.3.421.5967"
"NA1_4216670727",1644795804000,2142,"12.3.421.5967"
"NA1_4216054681",1644733774000,2277,"12.3.421.5967"
"NA1_4216558749",1644790228000,2513,"12.3.421.5967"
"NA1_4216554330",1644788331000,1572,"12.3.421.5967"
"NA1_4216652388",1644796435000,1842,"12.3.421.5967"
"NA1_4216611656",1644791442000,2380,"12.3.421.5967"
"NA1_4215674804",1644713663000,1650,"12.3.421.5967"
"NA1_4216368770",1644776011000,2192,"12.3.421.5967"
"NA1_4216215917",1644755167000,1869,"12.3.421.5967"
"NA1_4216603319",1644792044000,2229,"12.3.421.5967"
"NA1_4216096998",1644738629000,1760,"12.3.421.5967"
"NA1_4216482529",1644782877000,1591,"12.3.421.5967"
"NA1_4207604729",1644108052000,1956,"12.3.421.5967"
"NA1_4214378365",1644627275000,1140,"12.3.421.5967"
"NA1_4216439535",1644781646000,969,"12.3.421.5967"
"NA1_4216616992",1644793970000,1954,"12.3.421.5967"
"NA1_4215768747",1644719122000,1434,"12.3.421.5967"
"NA1_4216565202",1644792421000,1832,"12.3.421.5967"
"NA1_4216528263",1644789750000,1523,"12.3.421.5967"
"NA1_4216405953",1644779683000,1810,"12.3.421.5967"
"NA1_4210185389",1644283090000,1557,"12.3.421.5967"
"NA1_4215736733",1644718191000,1387,"12.3.421.5967"
"NA1_4209408125",1644209665000,2795,"12.3.421.5967"
"NA1_4209377636",1644206933000,2225,"12.3.421.5967"
"NA1_4215525042",1644700627000,2189,"12.3.421.5967"
"NA1_4209643658",1644224308000,1104,"12.3.421.5967"
"NA1_4085102560",1635486283000,1954,"11.21.403.3002"
"NA1_4209684215",1644225386000,2139,"12.3.421.5967"
"NA1_4213477591",1644545113000,2241,"12.3.421.5967"
"NA1_4215928925",1644728506000,1391,"12.3.421.5967"
"NA1_4216538439",1644789721000,2071,"12.3.421.5967"
"NA1_4216514008",1644787813000,1629,"12.3.421.5967"
"NA1_4202035109",1643752325000,193,"12.2.419.1399"
"NA1_4213522548",1644546542000,1545,"12.3.421.5967"
"NA1_4213399938",1644539064000,1893,"12.3.421.5967"
"NA1_4215857478",1644724970000,1911,"12.3.421.5967"
"NA1_4216671185",1644796032000,2447,"12.3.421.5967"
"NA1_4216151886",1644741253000,1518,"12.3.421.5967"
"NA1_4213187654",1644523382000,2146,"12.3.421.5967"
"NA1_4215521987",1644699247000,2019,"12.3.421.5967"
"NA1_4212366729",1644446652000,2435,"12.3.421.5967"
"NA1_4215323006",1644682374000,1119,"12.3.421.5967"
"NA1_4206267979",1644016748000,1728,"12.3.421.5967"
"NA1_4215805361",1644721139000,1734,"12.3.421.5967"
"NA1_4215100704",1644647848000,997,"12.3.421.5967"
"NA1_4215099329",1644651023000,1597,"12.3.421.5967"
"NA1_4216355129",1644773800000,1938,"12.3.421.5967"
"NA1_4216626842",1644798096000,1172,"12.3.421.5967"
"NA1_4216575190",1644792776000,1964,"12.3.421.5967"
"NA1_4040553733",1631477905000,1915410,"11.18.395.7538"
"NA1_4212549423",1644459024000,1519,"12.3.421.5967"
"NA1_4120279742",1638088828000,1259,"11.23.409.111"
"NA1_4187991332",1642829692000,1865,"12.2.419.1399"
"NA1_4178756756",1642272830000,2229,"12.1.416.4011"
"NA1_4216469733",1644785999000,1596,"12.3.421.5967"
"NA1_4216307820",1644768761000,1940,"12.3.421.5967"
"NA1_4216094750",1644737622000,1501,"12.3.421.5967"
"NA1_4216519739",1644785964000,2484,"12.3.421.5967"
"NA1_4216631940",1644796086000,2007,"12.3.421.5967"
"NA1_4215661666",1644712184000,1373,"12.3.421.5967"
"NA1_4214261013",1644615912000,1566,"12.3.421.5967"
"NA1_4216671163",1644795981000,1688,"12.3.421.5967"
"NA1_4215825705",1644721455000,1645,"12.3.421.5967"
"NA1_4216433003",1644778466000,1952,"12.3.421.5967"
"NA1_4216395424",1644779406000,1430,"12.3.421.5967"
"NA1_4216295606",1644766849000,1284,"12.3.421.5967"
"NA1_4214181941",1644611398000,2013,"12.3.421.5967"
"NA1_4215353904",1644683652000,1764,"12.3.421.5967"
"NA1_4216676508",1644798641000,1156,"12.3.421.5967"
"NA1_4216350184",1644770494000,1832,"12.3.421.5967"
"NA1_4197059040",1643415302000,2012,"12.2.419.1399"
"NA1_4216549030",1644790181000,1480,"12.3.421.5967"
"NA1_4216413301",1644778398000,2523,"12.3.421.5967"
"NA1_4213259244",1644530146000,619,"12.3.421.5967"
"NA1_4216599534",1644794944000,1655,"12.3.421.5967"
"NA1_4216635326",1644797741000,2064,"12.3.421.5967"
"NA1_4216468556",1644785446000,1876,"12.3.421.5967"
"NA1_4216543780",1644787885000,1609,"12.3.421.5967"
"NA1_4152273871",1640457827000,2020,"11.24.414.4003"
"NA1_4215894678",1644724422000,1803,"12.3.421.5967"
"NA1_4216398822",1644781040000,2332,"12.3.421.5967"
"NA1_4216438491",1644781203000,2473,"12.3.421.5967"
"NA1_4213943717",1644578778000,2626,"12.3.421.5967"
"NA1_4215812245",1644720177000,2505,"12.3.421.5967"
"NA1_4216003158",1644729974000,1773,"12.3.421.5967"
"NA1_4216059111",1644735377000,2030,"12.3.421.5967"
"NA1_4216433439",1644778657000,1239,"12.3.421.5967"
"NA1_4216502288",1644786713000,1015,"12.3.421.5967"
"NA1_4210497757",1644297084000,2341,"12.3.421.5967"
"NA1_4216141733",1644740744000,1786,"12.3.421.5967"
"NA1_4216593666",1644792155000,2303,"12.3.421.5967"
"NA1_4216280015",1644760936000,2246,"12.3.421.5967"
"NA1_4216409224",1644781268000,1229,"12.3.421.5967"
"NA1_4215991139",1644729198000,1541,"12.3.421.5967"
"NA1_4216645650",1644797967000,1727,"12.3.421.5967"
"NA1_4216614337",1644792718000,2189,"12.3.421.5967"
"NA1_4216491699",1644782657000,1254,"12.3.421.5967"
"NA1_4215287768",1644678320000,2031,"12.3.421.5967"
"NA1_4216506076",1644788408000,1825,"12.3.421.5967"
"NA1_4212633771",1644463117000,1607,"12.3.421.5967"
"NA1_4215523376",1644699905000,2044,"12.3.421.5967"
"NA1_4216172564",1644741859000,1779,"12.3.421.5967"
"NA1_4215363347",1644689026000,1993,"12.3.421.5967"
"NA1_4216654592",1644797478000,1749,"12.3.421.5967"
"NA1_4214985779",1644645816000,1836,"12.3.421.5967"
"NA1_4210985523",1644350535000,1695,"12.3.421.5967"
"NA1_4214005483",1644593282000,2130,"12.3.421.5967"
"NA1_4216574098",1644792280000,2233,"12.3.421.5967"
"NA1_4213074620",1644505689000,2302,"12.3.421.5967"
"NA1_4215795911",1644721245000,2594,"12.3.421.5967"
"NA1_4216303543",1644765047000,2494,"12.3.421.5967"
"NA1_4216143794",1644741951000,2281,"12.3.421.5967"
"NA1_4216643622",1644796955000,1681,"12.3.421.5967"
"NA1_4213298877",1644534430000,1570,"12.3.421.5967"
"NA1_4216450955",1644782044000,2013,"12.3.421.5967"
"NA1_4190003244",1642962614000,1690,"12.2.419.1399"
"NA1_4203647073",1643837868000,950,"12.3.420.4308"
"NA1_4213647212",1644553680000,1645,"12.3.421.5967"
"NA1_4212464933",1644454212000,2005,"12.3.421.5967"
"NA1_4215016175",1644646249000,1778,"12.3.421.5967"
"NA1_4216486045",1644784470000,2050,"12.3.421.5967"
"NA1_4214345080",1644622178000,1805,"12.3.421.5967"
"NA1_4209000755",1644191363000,2095,"12.3.421.5967"
"NA1_4216550794",1644786822000,1493,"12.3.421.5967"
"NA1_4212725235",1644466552000,2335,"12.3.421.5967"
"NA1_4215012694",1644645050000,2493,"12.3.421.5967"
"NA1_4214449609",1644631664000,3107,"12.3.421.5967"
"NA1_4209226413",1644201349000,2291,"12.3.421.5967"
"NA1_4199942515",1643586542000,1247,"12.2.419.1399"
"NA1_4216586919",1644793642000,2036,"12.3.421.5967"
"NA1_4216603212",1644791967000,1780,"12.3.421.5967"
"NA1_4216586288",1644793306000,1690,"12.3.421.5967"
"NA1_4215620301",1644707373000,2242,"12.3.421.5967"
"NA1_4216352477",1644772110000,1887,"12.3.421.5967"
"NA1_4215616129",1644709903000,2366,"12.3.421.5967"
"NA1_4209881847",1644259918000,2023,"12.3.421.5967"
"NA1_4215831719",1644720253000,1467,"12.3.421.5967"
"NA1_4214412248",1644625347000,1840,"12.3.421.5967"
"NA1_4215245368",1644674710000,1541,"12.3.421.5967"
"NA1_4171355480",1641770647000,2529,"12.1.416.4011"
"NA1_4215855699",1644724383000,1983,"12.3.421.5967"
"NA1_4215445087",1644695597000,2124,"12.3.421.5967"
"NA1_4215603289",1644708461000,2045,"12.3.421.5967"
"NA1_4216616500",1644793724000,1415,"12.3.421.5967"
"NA1_4209361171",1644205270000,1248,"12.3.421.5967"
"NA1_4216213212",1644751347000,1834,"12.3.421.5967"
"NA1_4209273118",1644200765000,1778,"12.3.421.5967"
"NA1_4216579732",1644794973000,1894,"12.3.421.5967"
"NA1_4190448115",1642990493000,1882,"12.2.419.1399"
"NA1_4216445530",1644783747000,2517,"12.3.421.5967"
"NA1_4214108750",1644604091000,1432,"12.3.421.5967"
"NA1_4199961728",1643586394000,1739,"12.2.419.1399"
"NA1_4216456541",1644784502000,1598,"12.3.421.5967"
"NA1_4183562051",1642565433000,1851,"12.1.416.4011"
"NA1_4216653029",1644796763000,1500,"12.3.421.5967"
"NA1_4216665958",1644798145000,1974,"12.3.421.5967"
"NA1_4212985374",1644494149000,1770,"12.3.421.5967"
"NA1_4215722940",1644716601000,2030,"12.3.421.5967"
"NA1_4216367330",1644775200000,1510,"12.3.421.5967"
"NA1_4216563844",1644791820000,2184,"12.3.421.5967"
"NA1_4216560274",1644790259000,1878,"12.3.421.5967"
"NA1_4215457238",1644696693000,1920,"12.3.421.5967"
"NA1_4215789372",1644722137000,1361,"12.3.421.5967"
"NA1_4216450824",1644781971000,1561,"12.3.421.5967"
"NA1_4215108481",1644650857000,1553,"12.3.421.5967"
"NA1_4216503820",1644787391000,1943,"12.3.421.5967"
"NA1_4216447879",1644784856000,2237,"12.3.421.5967"
"NA1_4213509408",1644545847000,1220,"12.3.421.5967"
"NA1_4213445818",1644541570000,1381,"12.3.421.5967"
"NA1_4215762754",1644717006000,1886,"12.3.421.5967"
"NA1_4216494340",1644783891000,1681,"12.3.421.5967"
"NA1_4197403583",1643429409000,2067,"12.2.419.1399"
"NA1_4215566796",1644705742000,2203,"12.3.421.5967"
"NA1_4215667142",1644714439000,1649,"12.3.421.5967"
"NA1_4210419932",1644292270000,2554,"12.3.421.5967"
"NA1_4215331751",1644681399000,1950,"12.3.421.5967"
"NA1_4213167933",1644523317000,1476,"12.3.421.5967"
"NA1_4215935773",1644727509000,1508,"12.3.421.5967"
"NA1_4213695011",1644553315000,2775,"12.3.421.5967"
"NA1_4216092220",1644736528000,2765,"12.3.421.5967"
"NA1_4209482960",1644211300000,2667,"12.3.421.5967"
"NA1_4212272824",1644439454000,1843,"12.3.421.5967"
"NA1_4210293111",1644285622000,2542,"12.3.421.5967"
"NA1_4216104198",1644737443000,1411,"12.3.421.5967"
"NA1_4216038628",1644735103000,2075,"12.3.421.5967"
"NA1_4215080688",1644647605000,2801,"12.3.421.5967"
